Head_X,Head_Y,Neck_X,Neck_Y,Shoulder_R_X,Shoulder_R_Y,Elbow_R_X,Elbow_R_Y,Wrist_R_X,Wrist_R_Y,Shoulder_L_X,Shoulder_L_Y,Elbow_L_X,Elbow_L_Y,Wrist_L_X,Wrist_L_Y,Hip_R_X,Hip_R_Y,Knee_R_X,Knee_R_Y,Ankle_R_X,Ankle_R_Y,Hip_L_X,Hip_L_Y,Knee_L_X,Knee_L_Y,Ankle_L_X,Ankle_L_Y,Chest_X,Chest_Y,Background_X,Background_Y
469,125,493,417,352,500,328,751,281,709,657,500,751,709,704,918,422,918,469,1210,516,1460,563,918,633,1252,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,657,500,751,709,704,918,422,918,469,1210,516,1460,586,918,633,1210,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,657,500,751,709,704,918,422,918,469,1210,516,1460,586,918,633,1210,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,657,500,751,709,727,918,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,657,500,751,709,704,918,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,657,500,751,709,704,960,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,657,500,751,709,727,918,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,657,500,751,709,727,918,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,657,500,751,709,727,918,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,657,500,751,709,727,918,422,918,469,1210,516,1460,586,918,633,1210,704,1544,493,709
469,125,493,417,352,500,352,751,281,667,680,500,751,709,727,918,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,709
493,125,493,417,352,500,352,751,281,667,680,500,751,709,727,918,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,709
469,125,493,375,352,500,328,751,281,667,680,500,774,709,704,960,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,709
469,125,493,417,352,500,352,751,281,667,680,500,774,709,704,918,422,918,469,1210,516,1460,586,918,633,1210,704,1544,493,709
469,125,493,375,352,500,328,751,281,667,680,500,774,709,704,918,422,918,469,1210,516,1460,586,918,633,1210,704,1544,493,709
469,125,493,375,352,500,328,751,281,667,680,500,798,709,704,918,422,918,469,1210,516,1460,586,918,633,1210,704,1544,493,709
469,125,493,375,352,500,328,751,281,667,680,500,798,709,727,918,422,918,469,1210,516,1460,586,918,633,1252,704,1544,493,667
469,125,493,417,352,500,328,751,281,667,680,500,798,709,727,918,422,918,469,1210,516,1460,586,918,633,1210,704,1544,493,709
469,125,493,417,352,500,328,751,281,667,680,500,798,709,727,918,422,918,469,1210,516,1460,586,918,633,1210,704,1544,493,709
446,125,493,417,352,500,328,751,281,667,680,500,798,709,727,918,422,918,469,1210,516,1460,586,918,633,1210,704,1544,493,709
446,125,516,417,375,500,328,751,281,667,680,500,798,709,727,918,422,918,469,1210,540,1460,586,918,633,1210,704,1544,516,709
446,125,516,417,352,500,328,751,281,667,680,500,798,709,727,918,422,918,469,1210,540,1460,586,918,633,1252,704,1544,493,709
446,125,516,417,352,500,328,751,281,667,680,500,798,709,727,918,422,960,469,1210,540,1460,586,918,633,1252,704,1544,516,709
446,125,516,417,352,500,328,751,281,667,680,500,798,709,704,918,422,960,469,1210,540,1460,586,918,633,1252,680,1544,516,709
446,125,516,417,352,500,328,751,281,667,680,500,798,709,704,918,446,960,469,1210,540,1460,586,918,633,1252,680,1544,516,709
446,125,516,417,352,500,328,751,281,667,680,500,774,709,704,918,446,960,469,1210,516,1460,586,918,610,1252,680,1544,516,709
446,125,516,417,352,500,352,751,281,667,680,500,774,709,680,918,446,960,469,1210,516,1460,586,918,610,1252,680,1544,516,709
446,125,516,417,352,500,352,751,281,667,680,500,774,709,727,918,422,960,493,1252,516,1502,586,918,610,1252,657,1544,516,709
446,125,516,417,352,500,352,751,281,667,680,459,774,709,727,918,446,960,493,1252,516,1502,563,918,610,1252,657,1544,516,709
446,125,516,417,352,500,352,751,281,667,680,459,774,709,704,918,446,918,493,1252,516,1502,563,918,610,1252,633,1544,516,709
446,125,516,417,352,500,352,751,281,667,680,459,774,709,727,960,446,918,493,1252,516,1502,586,918,586,1252,633,1544,516,709
446,125,516,417,352,500,352,751,281,667,680,459,774,709,727,960,446,918,493,1252,516,1502,586,876,586,1252,610,1586,516,709
446,125,516,417,375,500,352,751,281,667,680,459,798,709,727,960,446,918,493,1252,516,1502,586,876,586,1252,610,1586,516,667
446,125,516,417,352,500,352,751,281,667,680,459,798,709,727,960,446,918,493,1252,516,1502,586,876,586,1252,610,1586,516,667
446,125,516,417,352,500,352,751,281,667,680,459,798,709,727,960,446,918,493,1252,516,1502,586,918,586,1252,586,1586,516,709
446,125,516,417,375,500,352,751,281,667,680,459,798,709,727,960,446,918,493,1252,516,1502,586,918,586,1252,586,1627,516,709
446,125,516,417,375,500,375,751,281,667,704,500,798,709,727,960,446,918,493,1252,516,1502,586,918,586,1293,586,1586,516,709
469,125,516,417,375,500,375,751,281,667,680,459,798,709,727,960,446,918,493,1252,516,1502,586,918,586,1293,586,1586,516,709
469,125,516,417,375,500,375,751,281,667,704,500,798,709,751,960,446,918,493,1252,516,1502,586,918,586,1252,586,1586,516,709
469,83,540,417,375,500,375,751,281,667,704,500,821,709,751,960,446,918,493,1252,516,1502,586,918,586,1293,586,1586,516,709
469,83,540,417,375,500,375,751,281,667,704,459,821,709,751,960,446,918,493,1252,516,1502,586,918,586,1252,586,1586,540,709
469,83,540,417,399,500,375,751,281,667,704,459,821,709,751,960,446,918,493,1252,516,1502,610,960,610,1252,586,1586,540,709
493,83,540,417,399,500,399,751,305,667,704,459,821,709,751,960,446,918,493,1252,516,1502,610,960,610,1252,586,1586,540,709
493,83,540,417,399,500,399,751,305,667,727,459,845,709,751,960,446,960,493,1252,516,1502,610,960,610,1252,586,1586,540,709
516,125,540,417,399,500,399,751,305,667,704,459,845,709,751,960,469,918,469,1252,516,1460,610,960,610,1252,586,1586,540,709
516,83,540,375,399,500,399,751,305,667,727,459,845,709,774,960,469,960,493,1252,516,1460,610,960,610,1210,586,1586,540,709
516,83,563,375,399,500,399,751,305,667,727,459,845,709,774,960,469,960,446,1001,540,1460,610,960,$,586,1586,563,709
516,83,540,375,399,500,399,751,305,667,727,459,845,709,774,960,469,918,446,1043,540,1460,633,960,610,1210,540,1502,563,709
516,83,563,333,422,500,422,751,305,667,751,459,845,709,774,960,469,960,446,1043,540,1460,633,960,633,1252,610,1586,563,709
516,83,563,375,422,500,422,751,305,667,751,459,868,709,774,1001,469,918,422,1043,516,1460,633,960,633,1252,610,1586,563,709
516,83,563,375,422,500,422,751,305,667,751,459,868,709,774,1001,493,918,422,1085,516,1460,633,960,633,1293,610,1586,563,709
516,83,563,333,422,500,422,751,328,667,751,459,868,751,774,1001,493,918,422,1085,540,1460,633,960,633,1293,610,1586,563,709
516,83,563,375,422,500,422,751,328,667,751,459,868,751,774,1001,516,918,399,1085,516,1460,633,960,633,1335,610,1586,563,709
540,125,563,375,422,500,422,751,328,667,751,459,868,751,774,1001,493,918,399,1085,516,1460,633,960,633,1335,610,1586,563,709
540,83,563,375,422,500,422,751,328,667,774,500,868,751,774,1001,493,918,399,1126,516,1460,633,960,633,1335,610,1586,563,709
540,83,563,375,422,500,422,751,328,667,774,500,868,751,774,1001,493,918,399,1126,516,1460,633,960,633,1335,610,1586,563,709
540,83,563,375,422,500,422,751,328,667,774,500,868,751,774,1001,493,918,399,1085,469,1460,633,960,633,1293,610,1586,563,709
540,125,563,375,422,500,422,751,328,709,774,500,868,751,774,1001,493,918,399,1085,446,1502,633,960,633,1293,610,1586,563,709
540,83,563,375,422,500,422,751,328,709,774,500,868,751,774,1001,493,918,399,1085,446,1502,633,960,633,1335,610,1627,563,709
563,83,563,375,422,500,422,751,328,667,751,500,868,751,774,1001,493,960,399,1085,422,1502,633,960,633,1335,610,1586,563,709
540,125,563,375,422,500,422,751,305,667,751,500,868,751,774,1001,493,960,422,1502,399,1544,633,960,633,1335,610,1586,563,709
563,83,563,375,422,500,422,751,305,667,751,500,868,751,774,1001,493,960,422,1085,399,1544,633,960,633,1335,610,1586,563,709
540,83,563,375,399,500,399,751,305,709,751,500,868,751,774,1001,469,960,422,1502,399,1544,633,960,633,1335,610,1627,563,709
540,83,563,375,399,500,399,751,305,667,751,500,845,751,774,1001,469,960,422,1126,399,1544,633,960,633,1335,610,1627,563,709
540,83,540,375,399,500,399,751,305,667,727,500,845,751,774,1001,469,918,399,1085,399,1544,633,960,633,1293,375,1544,540,709
516,83,540,375,375,500,375,751,281,667,727,500,845,751,751,1001,469,918,399,1126,399,1544,610,960,633,1293,375,1544,540,709
516,83,540,375,375,500,375,751,281,667,727,500,845,751,751,1001,469,918,399,1085,399,1544,610,960,633,1335,610,1627,540,709
